"id","name","brand"
"69550003","INTERMARCHE AMPLEPUIS","Intermarché"
"71250004","SARL GARAGE DE LA DIGUE","Avia"
"40350001","INTERMARCHE POUILLON","Intermarché"
"35410002","INTERMARCHE les Mousquetaires DOMLOUP CHATEAUGIRON","Intermarché"
"6540002","STATION ENI","Agip"
"15500007","CARREFOUR CONTACT","Carrefour Contact"
"38500006","U DRIVE VOIRON","Système U"
"13300005","Centre E. Leclerc SAS SALONDIS","Leclerc"
"33480006","INTERMARCHE SAINTE HELENE","Intermarché"
"5300002","CASINO SUPERMARCHE","Casino"
"95500012","RELAIS DE ST BLIN","Total Access"
"66200003","INTERMARCHE LATOUR BAS ELNE","Intermarché"
"14440002","HYPER U","Système U"
"93100015","RELAIS DE L&#039,AMITIE","Total Access"
"33460006","CARREFOUR CONTACT","Carrefour Contact"
"85560002","HYPER CASINO","Casino"
"57740005","STATION SERVICE SHELL","Shell"
"85230003","INTERMARCHE BEAUVOIR SUR MER","Intermarché"
"85490001","INTERMARCHE BENET","Intermarché"
"59182001","INTERMARCHE MONTIGNY EN OSTREVEN","Intermarché"
"93360002","SEGM RENAULT","Elan"
"29830003","SUPERMARCHE CASINO","Super Casino"
"62800004","RELAIS DE ROLLENCOURT","Total Access"
"59000019","RELAIS LILLE TURENNE","Total Access"
"34190002","INTERMARCHE LAROQUE","Intermarché"
"83910001","Carrefour contact","Carrefour Contact"
"57100008","RELAIS DE THIONVILLE","Total"
"13500011","RELAIS DE CARONTE","Total"
"74520008","AVIA VALLEIRY","Avia"
"62180002","STATION  INTERMARCHE","Intermarché"
"25300005","STATION U","Système U"
"78120005","LECLERC RAMBOUILLET","Leclerc"
"90100003","INTERMARCHE DELLE","Intermarché"
"7170002","AGIP LAVILLEDIEU RN 102","Agip"
"69007012","STATION AVIA LYON 7","Avia"
"38407001","GEANT CASINO","Géant"
"56120001","E.LECLERC_JOSSELIN","Leclerc"
"67116002","E. Leclerc Express","Leclerc"
"7250004","Station avia méhari sun","Avia"
"35490003","INTERMARCHE VIEUX VY S/ COUESNON","Intermarché"
"18110001","Carrefour Market","Carrefour Market"
"50890001","U EXPRESS","Système U"
"71000020","SAS ROPIMAX","Intermarché"
"19400005","Garage CONSTANT","Indépendant sans enseigne"
"36350002","RELAIS MILLE ETANGS","Total"
"81290002","INTERMARCHE LABRUGUIERE","Intermarché"
"78550009","RELAIS MAULETTE HOUDAN","Total Access"
"19130004","INTERMARCHE OBJAT","Intermarché"
"33830005","INTERMARCHE  SAS TIMAN","Intermarché"
"8170001","Carrefour Market","Carrefour Market"
"73700005","INTERMARCHE BOURG ST MAURICE","Intermarché"
"80410004","CARREFOUR CONTACT","Carrefour Contact"
"49270001","EURL GUILLET","Avia"
"73800003","RELAIS DU GRANIER","Elan"
"59300021","BP VALENCIENNES CROIX DANZIN","BP"
"67200012","RELAIS CRONENBOURG","Total Access"
"9110003","CARREFOUR CONTACT","Carrefour Contact"
"33500001","CARREFOUR LIBOURNE","Carrefour"
"29590001","Super U LE FAOU","Système U"
"56000004","CARBUTHEIX VANNES","Leclerc"
"38420001","GARAGE BOULLE","Total"
"77150002","Carrefour Champs sur Marne","Carrefour"
"31140004","Carrefour Market","Carrefour Market"
"64330001","INTERMARCHE GARLIN","Intermarché"
"64800003","GARAGE DE LA PLAINE","Elan"
"69560001","U EXPRESS ST ROMAIN EN GAL","Système U"
"34620002","Sarl yvars bernard station dyneff","Dyneff"
"47800002","INTERMARCHE ST PARDOUX ISAAC","Intermarché"
"7300007","STATION AVIA","Avia"
"17200007","SODIGEST SAS","Avia"
"64220003","INTERMARCHE ST JEAN PIED DE PORT","Intermarché"
"91650001","Carrefour Market","Carrefour Market"
"56650001","CARREFOUR CONTACT","Carrefour Contact"
"13150003","INTERMARCHE TARASCON","Intermarché"
"58600004","ESSO EXPRESS FOURCHAMBAULT L ESCALE","Esso Express"
"75011003","Sarl delek","Elan"
"91150008","CENTRE LECLERC D ETAMPES (ETAMPES DIS)","Leclerc"
"63170007","AGIP AUBIERE","Agip"
"58000010","ESSO EXPRESS NEVERS COUBERTIN","Esso Express"
"7430001","GEANT CASINO","Géant"
"57500002","SUPERMARCHE MATCH","Supermarché Match"
"67290002","CARREFOUR CONTACT WINGEN/MODER","Carrefour Contact"
"13124003","SODIPLEC BAUME DE MARRON","Leclerc"
"87800002","Super U NEXON","Système U"
"29140008","RELAIS DE SAINT-YVI","Total Access"
"60300008","BP SENLIS  FOCH","BP"
"83230006","RELAIS BORMES-LES-MIMOSAS","Total Access"
"47230001","SUPER U","Système U"
"8130003","CARREFOUR CONTACT","Carrefour Contact"
"78310007","RELAIS COIGNIERES","Total Access"
"39110003","SUPER U","Système U"
"31520005","RELAIS RAMONVILLE ST AGNE","Total"
"40170003","SARL LITCODIS","Système U"
"59650011","BP VILLENEUVE D&#039, ASCQ","BP"
"25500006","Floreal casino","Casino"
"71570004","INTERMARCHE ROMANECHE THORINS","Intermarché"
"64240005","CARREFOUR MARKET PHIMAPA","Carrefour Market"
"60500010","BP CHANTILLY DU PARC AUMONT SPEEDY","BP"
"87220001","Super U FEYTIAT","Système U"
"13013008","CASINO SUPERMARCHE","Casino"
"38080003","CARREFOUR L&#039,ISLE D&#039,ABEAU","Carrefour"
"57740003","ABC ENERGIE SARL","Avia"
"59730001","Carrefour Market","Carrefour Market"
"62137001","Station des Princes","Total Access"
"33370016","Carrefour Contact","Carrefour Contact"
"74930002","CASINO SUPERMARCHE","Casino"
"90160001","AUCHAN BESSONCOURT","Auchan"
"77116001","SODIPLEC ACHERES EST","Leclerc"
"29450001","Station U du Pont Bleu","Système U"
"38380004","COMMUNAUTE DE COMMUNES COEUR DE CHARTREUSE","Indépendant sans enseigne"
"20167003","Station service  Martinetti Mathieu","VITO"
"75013026","ESSO SERVICES TOLBIAC","Esso"
"83630002","INTERMARCHE AUPS CHANTECO","Intermarché"
"71270005","INTERMARCHE PIERRE DE BRESSE","Intermarché"
"38830001","DATS ST PIERRE D&#039,ALLEVARD","Colruyt"
"54340002","AVIA XPRESS POMPEY","Avia"
"79200008","HYPER CASINO POMPAIRE CM 819","Casino"
"78370002","AUCHAN PLAISIR","Auchan"
"86600001","INTERMARCHE LUSIGNAN","Intermarché"
"25660002","Ancopi","Système U"
"76210005","Netto","Netto"
"37320001","AUCHAN SUPERMARCHE","Auchan"
"41000020","Market blois chavy","Carrefour Market"
"28150002","INTERMARCHE - SAS POMME","Intermarché"
"62230001","SARL NATHYS",""
"83600020","RELAIS PTE DES GAULES","Total"
"13150001","AUCHAN TARASCON","Auchan"
"42155001","INTERMARCHE SUPER","Intermarché"
"42660001","GARAGE FAVIER","Avia"
"82700002","INTERMARCHE MONTECH","Intermarché"
"39500006","INTERMARCHE","Intermarché Contact"
"24270004","Utile Savignac-Lédrier","Système U"
"77300005","BP FONTAINEBLEAU LA FOURCHE Carrefour Express","BP"
"49125001","Super U TIERCE","Système U"
"7150003","INTERMARCHE VALLON PONT D&#039,ARC","Intermarché"
"74120008","CASINO SUPERMARCHE","Casino"
"29610002","SUPERMARCHE CASINO","Casino"
"69380009","ESSO LES CHERES OUEST","Esso"
"62970003","E.LECLERC","Leclerc"
"29120004","INTERMARCHE PONT-L&#039,ABBE","Intermarché"
"18100011","RELAIS DE LA CHEVROLERIE","Total Access"
"20220006","STATION TOTAL ALGAJOLA","Total"
"6200027","RELAIS STE MARGUERITE GRENOBLE","Total Access"
"20090007","ViTO Aspretto","VITO"
"27406001","LOUVIERS DISTRIBUTION","Leclerc"
"57150006","Leclerc Croixdis","Leclerc"
"39100011","SAS WASP","Netto"
"37700001","CARREFOUR Tours-St Pierre des Corps","Carrefour"
"37390002","INTERMARCHE NOTRE DAME D&#039,OE","Intermarché"
"26400009","Utile Grane","Système U"
"74250003","SAS  BAILLEUL Pierre","Avia"
"29460001","Super U DAOULAS","Système U"
"42030001","GEANT CASINO MONTHIEU","Géant"
"28310011","STATION U","Système U"
"25680001","TOTAL CUSE ET ADRISANS","Total"
"47300001","Auchan Villeneuve sur lot","Auchan"
"80580001","SODIPONT","Leclerc"
"14100009","RELAIS AUTO ST DESIR","Total"
"80100004","TERRIER","Total"
"69430004","SARL GARAGE DEPRELE STATION DYNEFF","Dyneff"
"6140005","Carrefour Contact Vence","Carrefour Contact"
"72230006","SARL LMP  ESSO","Esso"
"34430002","CARREFOUR ST-JEAN DE VEDAS","Carrefour"
"79208001","PARTHENAY-DISTRIBUTION","Leclerc"
"89140004","DUCREUX PONT AUTO","Esso"
"27130003","AVREDIS STATION LECLERC RN 12","Leclerc"
"1320002","DISTRIBUTION CASINO FRANCE","Casino"
"67230006","RELAIS HUTTENHEIM","Total Access"
"73320002","STATION SERVICE AVIA","Avia"
"53170001","Super U MESLAY DU MAINE","Système U"
"32800001","SAS SODISEL","Leclerc"
"77510001","Carrefour Market","Carrefour Market"
"69110004","BP STE FOY LES LYON","BP"
"89380001","AVIA XPRESS","Avia"
"7800001","SARL RELAIS DE CHARMES","Total"
"61430002","CARREFOUR CONTACT","Carrefour Contact"
"77680004","SAS ROISSIM (INTERMARCHE)","Intermarché"
"71600004","STATION SERVICE AVIA","Avia"
"80730001","GGE DE ST LEGER","Total"
"13430001","INTERMARCHE EYGUIERES","Intermarché"
"79160002","SODIPLEC Niort Canepetière","Leclerc"
"24750002","TRELIDIS S.A","Leclerc"
"60150003","SUPER U thourotte","Système U"
"3400001","Relais Lagarde Yzeure","Total"
"66300013","ROMPETROL Banyuls","Dyneff"
"27210007","RELAIS BEUZEVILLE NORD","Total"
"21110005","INTERMARCHE GENLIS","Intermarché"
"43700002","STATION J.V.F","Indépendant sans enseigne"
"39190001","SAS DUMONT FRERES - STATION TOTAL","Total"
"35150003","INTERMARCHE JANZE","Intermarché"
"43240001","Carrefour Market","Carrefour Market"
"62100019","BP CALAIS PETIT COURGAIN","BP"
"13400015","Station et Services des Paluds","Total"
"76720002","Sas vallee","Indépendant sans enseigne"
"20219003","TOTAL CASARZA","Total"
"38930001","STATION SERVICE  AUTOMAT 24/24 LA REMISE","Indépendant sans enseigne"
"61190002","CARREFOUR CONTACT","Carrefour Contact"
"57910002","Super U hambach","Système U"
"49120001","Super U CHEMILLE","Système U"
"13210002","INTERMARCHE ST REMY DE PROVENCE","Intermarché"
"74350004","SARL DETAILLIE","Avia"
"41350003","INTERMARCHE VINEUIL","Intermarché"
"68440002","STATION SERVICE CASINO","Casino"
"5230004","TOTAL - BRENIER","Total"
"58500001","AUCHAN CLAMECY","Auchan"
"86400004","GARAGE SASP","Elan"
"58240003","RELAIS SAINT IMBERT","Total Access"
"33600011","RELAIS CAP DE BOS","Total Access"
"51000001","CARREFOUR CHALONS EN CHAMPAGNE","Carrefour"
"47210002","SARL VAL FLEURI","Indépendant sans enseigne"
"62380003","DISTRAL EXPLOITATION","Leclerc"
"61000001","Carrefour Market","Carrefour Market"
"45700002","INTERMARCHE VILLEMANDEUR","Intermarché"
"8330002","Carrefour Contact","Carrefour Contact"
"38690001","SUPER U","Système U"
"31430002","CARREFOUR CONTACT","Carrefour Contact"
"78570004","SUPERMARCHE CASINO","Super Casino"
"51340003","SARL GUILLEMIN ENERGIE","Total"
"44570006","RELAIS DE SAVINE","Total Access"
"13007008","ENI MARSEILLE LES ROCHES","Agip"
"14200002","ESSO - Garage FORD","Esso"
"47290002","GARAGE DU COLLEGE","Total"
"38800003","RELAIS VILLANCOURT","Total Access"
"76700006","RELAIS PORTE OCEANE","Total"
"64140003","CASINO SUPERMARCHE","Casino"
"69400001","Garage de la collonge","Dyneff"
"44430003","SAS COFIM","Intermarché"
"11200001","Carrefour Market","Carrefour Market"
"77230004","INTERMARCHE MOUSSY-LE-NEUF","Intermarché"
"44700003","INTERMARCHE ORVAULT","Intermarché"
"89000009","INTERMARCHE AUXERRE","Intermarché"
"22230003","Super U MERDRIGNAC","Système U"
"8500002","INTERMARCHE REVIN","Intermarché"
"44410006","INTERMARCHE SAINT LYPHARD","Intermarché"
"36000001","AUCHAN CHATEAUROUX","Auchan"
"44390003","U NORT SUR ERDRE","Système U"
"19340002","SARL COSTE Père &amp, Fils","Total"
"22120005","INTERMARCHÉ QUESSOY","Intermarché"
"36120001","MARTEAU SARL GARAGE","Avia"
"62250005","RELAIS DE MARQUISE","Total"
"88500003","GARAGE MATHIS SA","Total"
"54000001","Auchan nancy centre","Auchan"
"72000003","Super U LE MANS LIBERATION","Système U"
"31310004","RIEUX ENERGIES","Avia"
"92500016","STATION AVIA sodi ouest","Avia"
"73330002","INTERMARCHE PONT DE BEAUVOISIN","Intermarché"
"69700012","BP A47 AIRE DE SAINT ROMAIN EN GIER","BP"
"71480001","U Express","Système U"
"15800003","SAS RUSVIC","Intermarché"
"63210003","CARREFOUR CONTACT","Carrefour Contact"
"24240001","Supermarche carrefour contact","Carrefour Contact"
"28260003","Carrefour Market","Carrefour Market"
"31880001","INTERMARCHE","Intermarché"
"60370002","SAS AVERJISA","Intermarché"
"23500002","INTERMARCHE FELLETIN","Intermarché"
"10370001","INTERMARCHE VILLENAUXE LA GRANDE","Intermarché"
"81200002","AUCHAN AUSSILLON","Auchan"
"83390002","CASINO SUPERMARCHE","Casino"
"58310001","CARREFOUR CONTACT","Carrefour Contact"
"33170005","INTERMARCHE GRADIGNAN","Intermarché"
"89560001","SARL STATION DE L&#039,ARMANCE","Total"
"83780002","SARL GARAGE COTTON JM","Avia"
"63114001","ESSO AUTHEZAT","Esso"
"13105001","INTERMARCHE MIMET","Intermarché"
"2230002","carrefour market fresnoy","Carrefour Market"
"27400010","GARAGE DU CARBONNIER","Total"
"13013016","RELAIS DES OLIVES","Total Access"
"91150010","INTERMARCHE ETAMPES","Intermarché"
"34090003","RELAIS AIGUELONGUE","Total Access"
"67700005","GARAGE THIERRY KUNTZ","Indépendant sans enseigne"
"13545001","CARREFOUR AIX EN PROVENCE","Carrefour"
"11800003","INTERMARCHE TREBES","Intermarché"
"33450004","CASINO SUPERMARCHE","Casino"
"29880005","CARREFOUR CONTACT","Carrefour Contact"
"46000006","INTERMARCHE CAHORS Terre-Rouge","Intermarché"
"83270002","CASINO SUPERMARCHE","Casino"
"81130001","SAS JUMACAP","Intermarché"
"57290002","CAL Station-service","Leclerc"
"79110001","U Express Coop Atlantique Chef-Boutonne","Système U"
"79110002","AVIA STATION SERVICE BECHON","Avia"
"17201001","LECLERC ROYAN SODISROY","Leclerc"
"69200003","STATION U","Système U"
"21370001","DATS VELARS SUR OUCHE","Colruyt"
"42720001","GARAGE LACROIX","Esso"
"69002006","BP LYON PONT PASTEUR","BP"
"60400001","Hypermarché AUCHAN","Auchan"
"24660003","INTERMARCHE COULOUNIEIX-CHAMIERS","Intermarché"
"35200008","Super U Rennes Sarah Bernhardt","Système U"
"31660004","SAS SEYNET","Intermarché"
"77700002","Carrefour Market","Carrefour Market"
"34490001","STATION U","Système U"
"46000001","Carrefour CAHORS","Carrefour"
"6310002","RELAIS PLAISANCIERS","Total"
"12100005","AUCHAN SUPERMARCHE","Auchan"
"76700005","GONFREVILDIS","Leclerc"
"77120006","RELAIS DES CAPUCINS","Total Access"
"35740001","AUTO PACE SERVICES","Elan"
"79140001","Super U CERIZAY","Système U"
"77410008","BP A104 AIRE DE VILLEVAUDE","BP"
"51370003","ECOMARCHE SAS ALIKEV","Indépendant sans enseigne"
"92700025","BP COLOMBES 4 ROUTES","BP"
"13015019","RELAIS ST.ANTOINE","Total Access"
"28120003","INTERMARCHE BAILLEAU LE PIN","Intermarché"
"62220001","EOR CARVIN SANEG","Total"
"1630004","INTERMARCHE PERON","Intermarché"
"70100006","GME GRAY","Indépendant sans enseigne"
"32190001","Carrefour Market","Carrefour Market"
"57170001","SUPERMARCHES MATCH CHÂTEAU SALINS","Supermarché Match"
"62127001","SARL CHEZ LEGRIS","Indépendant sans enseigne"
"30000021","Sarl 2 T Services","Total"
"85340002","RELAIS OLIVIER TESSON","Total"
"47440001","GARAGE JEROME RIEUCAUD","Total"
"55000001","Auchan Bar Le Duc","Auchan"
"29570001","Super U CAMARET","Système U"
"55000003","SAS GENIN","Avia"
"38490011","CARREFOUR MARKET LES ABRETS SAS MERCURE","Carrefour Market"
"20140001","STATION VITO SANTONI","VITO"
"78150011","BP LE CHESNAY carrefour EXPRESS","BP"
"35530001","SONODIS","Leclerc"
"66470001","CASINO SAINTE MARIE LA MER","Casino"
"30750001","DYNEFF Lanuéjols","Dyneff"
"13008001","SUPER CASINO Ste Anne","Super Casino"
"2310001","SAS LES ILETTES","Système U"
"14250002","CARREFOUR CONTACT","Carrefour Contact"
"50540001","SARL PELCHAT AUTOMOBILES","Total"
"56890004","INTERMARCHE ST AVE","Intermarché"
"35770001","Z VERN SUR SEICHE","Leclerc"
"25300001","GEANT CASINO","Géant"
"21220004","ESSO GEVREY EST","Esso"
"80320001","Carrefour Market","Carrefour Market"
"33710002","Carrefour Market","Carrefour Market"
"83210003","INTERMARCHE LA FARLEDE","Intermarché"
"38190001","Carrefour Market","Carrefour Market"
"15000013","AUVERGNE CARBURANTS","Avia"
"69220008","Netto St Jean d&#039,Ardieres","Netto"
"31230003","INTERMARCHE","Intermarché"
"79100007","Eirana",""
"50330002","STATION  ESSO VAL DE SAIRE AUTOMOBILES","Esso"
"58130001","INTERMARCHE GUERIGNY","Intermarché"
"66740003","Carrefour Market","Carrefour Market"
"74130016","Total Contact Glieres val de borne","Total"
"78420004","BP CARRIERES SUR SEINE","BP"
"5600002","INTERMARCHE GUILLESTRE","Intermarché"
"18190001","INTERMARCHE CHATEAUNEUF SUR CHER","Intermarché Contact"
"6330003","Relais de roquefort les pins","Total"
"57160006","RELAIS LA RAMUSSE","Total Access"
"88000002","SIMPLY MARKET","Simply Market"
"62450003","INTERMARCHE BAPAUME","Intermarché"
"13626001","GEANT CASINO","Géant"
"44150001","BRETECHE OUEST","Avia"
"77170005","Carrefour Market","Carrefour Market"
"64300005","SUPER U ORTHEZ","Système U"
"66170001","INTERMARCHE MILLAS","Intermarché"
"87510001","U Express NIEUL","Système U"
"45720002","SAS PASECAJE","Intermarché"
"1300002","SIMPLY MARKET","Simply Market"
"40700001","SARL GARAGE LACOURREGE DUVIGNAU","Total"
"88500001","Carrefour Market","Carrefour Market"
"78480004","RELAIS FONTAINE ST MARTIN","Total"
"60700004","RELAIS PONT STE MAXENCE","Total Access"
"44230004","INTERMARCHE ST SEBASTIEN","Intermarché"
"38110004","INTERMARCHE ST JEAN DE SOUDAIN","Intermarché"
"59660002","SUPER U","Système U"
"53000003","SARL FONTAINE","Total"
"94440001","INTERMARCHE VILLECRESNES","Intermarché"
"13120003","INTERMARCHE GARDANNE","Intermarché"
"69800013","BP A43 AIRE DE MANISSIEUX","BP"
"13770002","INTERMARCHE VENELLES","Intermarché"
"31360002","SAS BLANCHEA","Netto"
"19600001","CARREFOUR CONTACT USSAC","Carrefour Contact"
"18100015","MARKET SOFRAREP","Carrefour Market"
"2000009","INTERMARCHE LAON","Intermarché"
"77090001","CARREFOUR COLLEGIEN","Carrefour"
"24500002","Carrefour Contact","Carrefour Contact"
"2300001","AUCHAN  VIRY  NOUREUIL","Auchan"
"80600002","SUPERMARCHES MATCH  DOULLENS","Supermarché Match"
"13200016","RELAIS DES CIGALES","Total Access"
"19800002","SARL MONTAGNE","Shell"
"26290008","SAS PRODON","Système U"
"18800001","AVIA XPRESS",""
"1120007","SHELL","Shell"
"35770006","RELAIS DE VERN SUR SEICHE","Total Access"
"5260001","MR. RANGUIS J.P.","Total"
"44119003","SHELL - DUPE TROLL","Shell"
"50880001","Station TOTAL Saint-Aubin","Total"
"11700005","INTERMARCHE LA REDORTE","Intermarché"
"79000012","ESSO EXPRESS NIORT OCEAN","Esso Express"
"91190009","BP GIF SUR YVETTE CHEVRY 2","BP"
"63430004","INTERMARCHE","Intermarché"
"58000002","SUPECO Nevers",""
"74190005","SARL PEAXAA AVIA PASSY LE FAYET","Avia"
"57070001","AUCHAN SUPERMARCHE PLANTIERES","Auchan"
"67000026","RELAIS DE L EUROPE","Total Access"
"51480001","CENTRAL GARAGE","Total"
"5400003","Relais la gazoline","Dyneff"
"36140002","INTERMARCHE AIGURANDE","Intermarché"
"27250001","LEADER PRICE","Leader Price"
"40410005","AVIA PORTE DES LANDES EST","Avia"
"38090005","SAS DALORENZO - NETTO","Netto"
"33700023","RELAIS AQUITAINE","Total Access"
"78270002","RELAIS DE LA COUTURE","Total Access"
"56450007","Carrefour Market - SAS Ar Gwenan","Carrefour Market"
"3400003","RELAIS BEAU SOLEIL","Avia"
"61300006","BP L&#039,AIGLE PARIS CONTENTIN","BP"
"6300017","RELAIS NICE GARIGLIANO","Total"
"35111001","Utile LA FRESNAIS","Système U"
"56700006","INTERMARCHE","Intermarché"
"33990003","Garage dulucq","Indépendant sans enseigne"
"71000005","BP MACON VAL DE SAONE","BP"
"69530002","CARREFOUR CONTACT","Carrefour Contact"
"13460003","Station Flamants Services (Les Flamants)","Indépendant sans enseigne"
"3000006","Station les portes de l&#039,Allier - SAS Avermes Distribution","Leclerc"
"90000013","RELAIS DES GLACIS","Total"
"57070013","RELAIS DES 4 CHEMINS","Total Access"
"50600004","U.S.D.SERVICE DISTRIBUTION","Leclerc"
"85120002","SARL Fioul Services Vendéens - ANTIGNY","Avia"
"13220003","CARREFOUR","Carrefour"
"71210009","RELAIS ROND POINT J. ROSE","Total"
"56301001","PONTIVY-DIS","Leclerc"
"95180001","Carrefour Market","Carrefour Market"
"7200012","gilles Chabroulin","Elan"
"78600002","BP MAISON LAFFITTE SPEEDY","BP"
"44110002","SAS CHATEAUBRIANT AUTOMOBILES","Total"
"62147004","INTERMARCHE CONTACT","Intermarché"
"79460001","Super U MAGNE","Système U"
"51100048","RELAIS REIMS BREBANT","Total Access"
"34110002","Carbur","Indépendant sans enseigne"
"2280001","INTERMARCHE SAINT-ERME","Intermarché"
"15004001","GEANT CASINO","Géant"
"88800002","Carrefour Market","Carrefour Market"
"56700003","SARL GARAGE LE FLOCH","Total"
"28100002","E.LECLERC de DREUX","Leclerc"
"80290003","BP A29 CROIXRAULT","BP"
"34450002","INTERMARCHE VIAS","Intermarché"
"78250003","Auchan Supermarche","Auchan"
"83100007","BP TOULON PORT MARCHAND 8 à Huit","BP"
"72170001","Super U BEAUMONT S/SARTHE","Système U"
"13510002","STE EGUILLEENNE GGE M","Total"
"77690001","GARAGE TURPIN",""
"2380002","RELAIS CRECY AU MONT","Total Access"
"24330007","ESSO EXPRESS DU MANOIRE","Esso"
"27910001","INTERMARCHE","Intermarché"
"61100007","Carrefour Market","Carrefour Market"
"13010012","CLAUDEL AUTOMOBILES","Indépendant sans enseigne"
"20200008","SARL MILANI CLAUDE - ESSO NOUVEAU PORT","Esso"
"30200004","INTERMARCHE BAGNOLS-SUR-CEZE","Intermarché"
"91100016","RELAIS CORBEIL ESSONNES","Total Access"
"17310001","Super U Coop Atlantique St Pierre Oléron","Système U"
"71304001","CENTRE LECLERC","Leclerc"
"81600001","Centre LECLERC Gaillac","Leclerc"
"27220001","Carrefour Market","Carrefour Market"
"59198002","STATION SERVICE GARAGE DAVID","Elan"
"60310001","E.Leclerc Lassigny","Leclerc"
"32130001","SARL SAMATANDIS","Carrefour Contact"
"47500007","NETTOFIOUL","Netto"
"24650001","INTERMARCHE CHANCELADE","Intermarché"
"64390002","SAS ASPIS","Leclerc"
"87200001","Hyper U Coop Atlantique St Junien","Système U"
"64360000","SAS LOUPIEN","Intermarché"
"69360013","RELAIS COMMUNAY","Total Access"
"35160002","SARL GARAGE GANDON GILLES","Total"
"84120004","STATION ENERGIE","Indépendant sans enseigne"
"80046003","BP AMIENS LONGPRE","BP"
"77680003","SUPER U ROISSY EN BRIE","Système U"
"62450004","BAPAUME DISTRIBUTION","Leclerc"
"62690001","Carrefour Market","Carrefour Market"
"91170003","VIRYDIS","Leclerc"
"72200004","SOCOFLEC","Leclerc"
"48200004","INTERMARCHE ST CHELY D&#039,APCHER","Intermarché"
"51800001","SUPER U","Système U"
"62300014","RELAIS CESARINE","Total Access"
"72700007","ALLEC-CAR - Leclerc","Leclerc"
"59125004","RELAIS D HURTEBISE","Total"
"44270001","Super U MACHECOUL","Système U"
"61250002","SARL ASS.AUTO.ALENC.GGE TAHIER","Total"
"46230004","jbm automobiles services","Total"
"20137008","STATION VITO ST CYPRIEN","VITO"
"79140002","Mme RIVELON Marie line","Total"
"53480002","CARREFOUR EXPRESS","Carrefour Express"
"13012024","Fremarc SA","Auchan"
"93150009","RELAIS LE BLANC MESNIL","Total"
"38150011","ESSO EXPRESS SALAISE","Esso Express"
"17780001","STATION INTERMARCHE","Intermarché Contact"
"89500001","CASINO SUPERMARCHE","Casino"
"65110003","Carrefour contact","Carrefour Contact"
"90000015","RELAIS BELFORT LECLERC","Total Access"
"1400001","Carrefour Market","Carrefour Market"
"24400005","RIEUPET CARBURANTS","Indépendant sans enseigne"
"60560001","INTERMARCHE ORRY LA VILLE","Intermarché"
"14880001","AUCHAN SUPERMARCHE","Auchan"
"29200009","INTERMARCHE SAS HEBRIDES BREST MASSON","Intermarché"
"80220001","SARL ETS FREDERIC","Total"
"81160001","Carrefour Market","Carrefour Market"
"30000010","sarl lothi porte des cevennes","Campus"
"80100003","SARL BVS DISTRI PLUS","Carrefour Contact"
"24450001","CARREFOUR CONTACT","Carrefour Contact"
"53300003","CARREFOUR CONTACT","Carrefour Contact"
"88400003","DATS NOMEXY","Colruyt"
"87270004","ESSO EXPRESS COUZEIX","Esso Express"
"74130006","INTERMARCHE BONNEVILLE","Intermarché"
"42290001","Carrefour Market","Carrefour Market"
"56109001","GEANT CASINO","Géant"
"64250005","Carrefour Contact Cambo les Bains","Carrefour Contact"
"37700011","RELAIS BRETECHE","Total Access"
"33660001","ROMPETROL Palombières","Dyneff"
"21200001","CARREFOUR  BEAUNE","Carrefour"
"83260005","BP A570 AIRE DE ST AUGUSTIN LA CRAU","BP"
"34800002","AVIA CLERMONT L&#039,HERAULT RN9","Avia"
"17150001","Super U MIRAMBEAU","Système U"
"28000007","INTERMARCHE CHARTRES","Intermarché"
"62164001","GARAGE DUPUIS DEBERDT ATELIER OPEL","Indépendant sans enseigne"
"48300001","CARREFOUR CONTACT","Carrefour Contact"
"28330003","PROXI SUPER","Indépendant sans enseigne"
"87000023","ESSO EXPRESS LIMOGES CARNOT","Esso Express"
"37600001","Super U LOCHES","Système U"
"31190004","RELAIS TREBONS","Total Access"
"47320003","CARREFOUR CONTACT - SARL ALSOF","Carrefour Contact"
"44350001","Market","Carrefour Market"
"13850001","INTERMARCHE GREASQUE","Intermarché"
"11160003","Carrefour Market Rieux-Peyriac Minervois","Carrefour Market"
"2200015","RELAIS SAINTE EUGENIE","Total Access"
"68620001","SUPER U","Système U"
"26000001","GEANT CASINO valence sud","Géant"
"51100029","Carrefour Market","Carrefour Market"
"13310002","SA FRACY - INTERMARCHE","Intermarché"
"27400009","ESSO A13 AIRE DE VIRONVAY NORD","Esso"
"54480001","CARREFOUR CONTACT","Carrefour Contact"
"87200003","SOJUDIS","Leclerc"
"33380004","Leclerc Mios","Leclerc"
"77820003","E.LECLERC","Leclerc"
"34170005","CASINO CARBURANTS","Casino"
"38500003","AUCHAN SUPERMARCHE","Auchan"
"53940001","Centre E.Leclerc St Berthevin","Leclerc"
"49480007","SARL N.L.S","Avia"
"29200001","GEANT CASINO","Géant"
"93320002","RELAIS A. BRIAND","Total"
"82110002","SARL VAL FLEURI",""
"23200002","LES MOUSQUETAIRES","Netto"
"81230002","CARREFOUR MARKET","Carrefour Market"
"22104001","Station Leclerc de Dinan","Leclerc"
"78490002","TOTAL","Total"
"40000001","Carrefour Market","Carrefour Market"
"22440002","INTERMARCHE TREMUSON","Intermarché"
"33167001","HYPER-COSMOS","Leclerc"
